id_projet;prj_etat;prj_date;prj_dateupdate;prj_debut;prj_fin;prj_typeref;prj_type;prj_reference;prj_devise;prj_change;prj_deviseagence;prj_changeagence;prj_adr;prj_cp;prj_ville;prj_pays;prj_lotstab;prj_commentaires;prj_turnover_excludingtax;prj_margin_excludingtax;prj_profitability;id_profil_x;id_ao;id_crmcontact;id_crmsociete;id_societe_x;id_pole_x;id_profilcdp;csoc_societe;csoc_intervention;csoc_type;csoc_metiers;csoc_web;csoc_tel;csoc_ville;csoc_pays;csoc_date;id_profil_y;id_societe_y;id_pole_y;id_action_previous;id_action_next;id_provenance;csoc_cp;id_bondecommande;bdc_date;bdc_refclient;bdc_ref;bdc_accordclient;bdc_turnoverinvoicedexcludtax;bdc_turnoverorderedexcludtax;bdc_deltainvoicedexcludtax;bdc_etat;id_respuser;bdc_typreglement;bdc_condreglement;bdc_typepayment;id_profil;profil_trigramme;id_achat;achat_datecrea;achat_dateupdate;achat_date;achat_etat;achat_montantht;achat_quantité;achat_titre;achat_ref;achat_type;achat_commentaire
597;1;2020-01-05T19:09:01+0100;2023-02-05T09:59:22+0100;2020-01-01;2023-12-31;6;2;SE20010873 ma;0.0;1.0;0.0;1.0;11 RUE DE L'ECHELLE;75001;PARIS;France;;;39391.68;14829.1;60.37272957482478;255;873.0;865;464;1;;255;AUTORITE DE LA CONCURRENCE;Secteur public;1;;;;PARIS;France;2020-01-05T19:07:14+0100;255;1;;;;-1;75001;3273.0;2023-02-05;1511756499;BM1000000003273;1.0;10003.68;10003.68;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1453.0;2023-02-05T09:59:22+0100;2023-02-05T09:59:22+0100;2022-12-12;1.0;6237.68;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121453;0.0;
599;1;2020-01-07T12:12:30+0100;2023-01-09T16:20:39+0100;2020-01-01;2023-12-31;6;2;SE20010875MA;0.0;1.0;0.0;1.0;Comptabilité fournisseurs, 107, boulevard de la mission Marchand;92411;Courbevoie Cedex;France;;;61013.67;27804.509999999995;83.72542394929589;255;875.0;866;390;1;;255;CARGLASS SERVICES;Automobile;1;CAISSE D'EPARGNE;https://www.carglass.fr/nos-services;09 77 40 19 27;Courbevoie Cedex;France;2019-10-23T17:39:38+0200;255;1;;;;-1;92411;3127.0;2023-01-04;20008612;BM1000000003127;1.0;15494.67;15494.67;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1355.0;2023-01-09T16:20:39+0100;2023-01-09T16:20:39+0100;2022-12-12;1.0;0.0;1.0;Maintenance SAP BusinessObjects Année 2023;ACH22121355;0.0;
602;1;2020-01-13T13:03:45+0100;2023-01-19T18:13:59+0100;2020-01-01;2023-12-31;6;2;BR19100791;0.0;1.0;0.0;1.0;2 rue Henri Le Guilloux;35033;Rennes cedex 9;France;;;2087.81;1315.61;170.37166537166536;71;791.0;774;370;1;;71;CHU RENNES;Servies hospitaliers;1;caisse d'Epargne;;02 99 28 43 21;Rennes cedex 9;France;2019-07-22T14:11:11+0200;71;1;;;;-1;35033;3217.0;2023-01-19;OPERIS : CD02146230100173CST001584;BM1000000003217;1.0;530.21;530.21;0.0;1.0;52.0;schedule;52.0;0.0;71;GLE;1404.0;2023-01-19T09:57:27+0100;2023-01-19T09:57:27+0100;2023-01-01;1.0;0.0;1.0;Maintenance SAP BO Année 2023 - Unitaire;ACH23011404;0.0;
623;1;2020-02-06T16:14:01+0100;2023-09-15T18:33:58+0200;2020-02-06;2020-12-31;6;2;PO-UGC-Q12020;0.0;1.0;0.0;1.0;24, Avenue Charles de Gaulle;92200;Neuilly-sur-Seine;France;;;458.0;137.39999999999998;42.85714285714285;88;906.0;856;449;1;;88;UGC SA;;1;Caisse d'Epargne;;;Neuilly-sur-Seine;France;2019-10-23T17:39:39+0200;255;1;;;;-1;92200;1199.0;2020-02-06;000034-FRA201INFO;BM1000000001199;1.0;458.0;458.0;0.0;0.0;88.0;schedule;61.0;0.0;88;TMU;488.0;2020-02-06T00:00:00+0100;2020-02-06T00:00:00+0100;2020-02-06;1.0;320.6;1.0;Maintenance Need4Viz du 01/02/2020 au 31/12/2020;ACH488;0.0;
632;1;2020-02-13T17:22:09+0100;2023-09-15T09:57:38+0200;2020-01-01;2023-12-31;6;2;SE20020913;0.0;1.0;0.0;1.0;19, rue des anciens d'AFN;59230;Saint-Amand-les-Eaux;France;;;21155.29;8549.660000000002;67.82413889666762;368;914.0;887;478;1;;368;CH SAINT AMAND LES EAUX;Servies hospitaliers;1;"SYNERGY

caisse Epargne";www.ch-saint-amand-les-eaux.fr;;Saint-Amand-les-Eaux;France;2020-02-13T16:55:02+0100;368;1;;;;11;59230;3150.0;2023-01-10;23000045;BM1000000003150;1.0;6035.29;6035.29;0.0;1.0;52.0;schedule;91.0;0.0;368;ATA;1372.0;2023-01-10T16:30:24+0100;2023-03-13T09:54:44+0100;2022-12-12;1.0;3574.95;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121372;0.0;
644;1;2020-02-25T15:30:28+0100;2023-03-31T15:40:44+0200;2022-04-01;2024-03-31;6;2;SE20020922;0.0;1.0;0.0;1.0;66, rue de Courlancy;51100;Reims;France;;;34944.23;12651.350000000002;56.75063069464332;368;922.0;891;480;1;;368;CHAMPAGNE LANSON PERE ET FILS;Agroalimentaire;1;"Relations très moyennes avec Synergy : besoin de formations, proposition de migration bien trop lourdes.

FYI : version BO BI 4.2 SP7";www.lanson.com/;03 26 78 50 50;Reims;France;2020-02-20T15:22:24+0100;368;1;;;;11;51100;3437.0;2023-03-31;SE20020922 MA04;BM1000000003437;1.0;8874.23;8874.23;0.0;1.0;1458.0;schedule;1.0;0.0;368;ATA;1527.0;2023-03-31T15:40:44+0200;2023-03-31T15:40:44+0200;2023-03-31;1.0;5638.17;1.0;Support PCOE du 01/04/2023 au 31/03/2024;ACH23031527;0.0;
650;1;2020-02-28T14:30:07+0100;2023-09-15T11:41:05+0200;2022-01-01;2023-12-31;6;2;SE20020938;0.0;1.0;0.0;1.0;;;;France;;;15263.95;5571.3200000000015;57.47996157905544;255;938.0;897;485;1;;255;Mairie de Paris (SEMERU);;2;caisse Epargne;;01 56 72 77 00;;France;2020-02-28T14:27:10+0100;255;1;;;;1;;3378.0;2023-03-03;CDE01039379;BM1000000003378;1.0;4043.95;4043.95;0.0;1.0;1458.0;schedule;41.0;0.0;255;Bd';1510.0;2023-03-03T16:04:57+0100;2023-03-03T16:04:57+0100;2023-01-01;1.0;2614.13;1.0;Maintenance SAP BO 2023;ACH23011510;0.0;
666;1;2020-03-31T12:03:16+0200;2023-09-15T18:22:39+0200;2022-01-01;2023-12-31;6;2;SE20091145;0.0;1.0;0.0;1.0;;;;France;;;19073.96;6137.07;47.43852657014167;255;;902;487;1;;255;ONEY;Banque;1;CAISSE EPARGNE;;;LILLE CEDEX 9;France;2020-03-09T17:37:06+0100;255;1;;;;11;59895;3126.0;2023-01-09;DSI 71;BM1000000003126;0.0;6446.84;6446.84;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1354.0;2023-01-09T16:12:29+0100;2023-03-06T10:26:36+0100;2022-12-12;1.0;4356.89;1.0;Maintenance SAP Power Designer 6 licences 2023;ACH22121354;0.0;
680;1;2020-04-27T18:07:02+0200;2023-09-15T09:54:26+0200;2022-04-07;2024-04-06;6;2;SE20040964 MA;0.0;1.0;0.0;1.0;3 rue Frédéric Combemale - BP 307;59020;LILLE cedex;France;;;35608.54218;9136.192179999998;34.51220681201329;255;964.0;910;493;1;;255;CENTRE OSCAR LAMBRET;Biomédical;1;caisse d'Epargne;;03 20 29 59 59;LILLE cedex;France;2020-04-15T12:01:14+0200;255;1;;;;11;59020;3476.0;2023-07-05;COL23-36688;BM1000000003476;1.0;9088.68;9088.68;0.0;1.0;1458.0;schedule;52.0;0.0;255;Bd';1536.0;2023-04-17T16:23:43+0200;2023-04-17T16:23:43+0200;2023-04-17;1.0;6627.03;1.0;Maintenance SAP BO du 07/04/23 au 06/04/24;ACH23041536;0.0;
687;1;2020-05-07T10:29:07+0200;2022-11-03T17:07:53+0100;2020-05-01;2021-04-30;6;2;SE20050982;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, 43 Avenue Hoche;75008;Paris 08;France;;;2621.67;826.6700000000001;46.05403899721448;255;982.0;920;389;1;;255;Caisse de Prévoyance et de Retraite des Notaires - CPRN;Assurance;1;CAISSE EPARGNE;;;Paris 08;France;2019-10-23T17:39:38+0200;255;1;;;;-1;75008;2521.0;2022-02-25;RM-CRN-2023;BM1000000002521;1.0;1191.67;1191.67;0.0;0.0;255.0;schedule;1.0;0.0;255;Bd';1175.0;2022-02-25T12:58:06+0100;2022-03-31T11:14:01+0200;2022-05-01;1.0;640.0;1.0;Maintenance SAP BO 01/05/22 au 31/12/23;ACH22051175;0.0;
709;1;2020-06-18T13:59:01+0200;2023-06-02T12:28:40+0200;2020-06-18;2023-06-18;6;2;SE20061015;0.0;1.0;0.0;1.0;49-51 RUE DES DOCKS - CS 90618;69258;LYON CEDEX 09;France;;;8051.4;728.7399999999998;9.951848098914873;60;1015.0;510;320;1;;60;BANDAI NAMCO EUROPE;Edition de logiciels;1;BPI;https://fr.bandainamcoent.eu;04 37 64 30 00;Lyon Cedex 09;France;2018-11-28T13:28:50+0100;60;1;;;;10;69258;3399.0;2023-03-10;SE20061015 MA04;BM1000000003399;1.0;2051.4;2051.4;0.0;0.0;52.0;schedule;61.0;0.0;60;ACA;1548.0;2023-05-24T11:07:13+0200;2023-06-02T12:28:40+0200;2023-05-24;1.0;1895.76;1.0;Maint 360Bind & Eyes  01/07/23 au 30/06/24;ACH23051548;0.0;
715;1;2020-07-03T15:34:59+0200;2023-06-29T11:55:00+0200;2020-07-03;2024-06-30;6;2;SE20061019;0.0;1.0;0.0;1.0;;;;France;;;20789.6;4039.57;24.116792626640077;255;1019.0;946;510;1;;255;LE FURET DU NORD;Assurance;1;caisse d'Epargne;FURET.COM;03 20 22 73 17;TOURCOING;France;2020-06-18T11:47:41+0200;255;1;;;;11;59200;3536.0;2023-05-17;SE20061019 MA04;BM1000000003536;1.0;5279.6;5279.6;0.0;0.0;1458.0;schedule;52.0;0.0;255;Bd';1546.0;2023-05-17T17:31:02+0200;2023-06-29T11:55:00+0200;2023-05-31;1.0;4236.31;1.0;Maintenance SAP BO 01/07/23 au 30/06/24 - Unitaire;ACH23051546;0.0;
718;1;2020-07-07T14:01:11+0200;2023-07-25T15:35:44+0200;2020-07-01;2024-06-30;6;2;SE20071024;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, 2 rue Pierre Semard;02800;Charmes;France;;;32101.24;3589.2400000000016;12.588524130190804;255;1024.0;1002;427;1;;255;MORET INDUSTRIES GROUP;Industrie;1;CREDIT AGRICOLE;;;Charmes;France;2019-10-23T17:39:39+0200;255;1;;;;-1;02800;3548.0;2023-05-30;SE20071024 MA04;BM1000000003548;1.0;8152.24;8152.24;0.0;0.0;52.0;schedule;1.0;0.0;255;Bd';1584.0;2023-07-25T15:35:24+0200;2023-07-25T15:35:44+0200;2023-05-30;1.0;7128.0;1.0;Maintenance SAP BPC du 01/07/2023 au 30/06/2024;ACH23051584;0.0;
719;1;2020-07-07T14:15:13+0200;2023-09-15T10:34:43+0200;2022-07-01;2022-12-31;6;2;SE20071025 - BO;0.0;1.0;0.0;1.0;Route de Gallargues;30470;Aimargues;France;;;26685.75;12851.05;92.8899795441896;368;1025.0;1007;401;1;;368;Eminence SAS;Industrie;1;"CREDIT AGRICOLE DU LANGUEDOC
Maintenance BO, base de donnée DB2, pas ETL. initié un projet de prévision de vente qui est en cours non finalisé, offshore ( moins cher mais plus long) ou nearshore ( plus cher mais plus court), inshore ( fabriqué en France bcp plus cher mais disponible immédiatement.) le but étant d'anticiper les ventes pour avoir pas cher et disponible au bon moment. TMA déjà partiellement payé. Nouveau projet 2021 PMM reporting projet PRI pour comparer la partie estimation qui vient du plan de collection . Sous estimé par l'ancien commercial, donc il y a un travail de réestimation de format d'extraction de l'outils, et les indicateurs sont à retravailler .Le groupe Delta Galil a racheté Eminence et impose M3( ERP),  Nouveau DSI, nouveau contrôle de gestion, Maxime va prendre le relais. un peu de temps avant de reprendre ses marques. RACHETE et n'est plus décisionnaire en direct";;;Aimargues;France;2019-10-23T17:39:38+0200;368;1;;;;0;30470;3148.0;2023-01-10;SE20010888 MA03;BM1000000003148;1.0;9525.75;9525.75;0.0;1.0;52.0;schedule;2.0;0.0;368;ATA;1370.0;2023-01-10T16:19:20+0100;2023-01-10T16:19:20+0100;2022-12-31;1.0;0.0;1.0;Maintenance SAP BO 2023;ACH22121370;0.0;
723;1;2020-07-16T09:26:10+0200;2023-09-15T09:53:25+0200;2020-08-01;2024-07-31;6;2;SE20071031;0.0;1.0;0.0;1.0;Tour Europlaza, 20 Avenue André Prothin, La Defense 4;92927;Paris La Defense Cedex;France;;;4423.32;903.3199999999996;25.66249999999999;255;1031.0;825;386;1;;255;BFORBANK;Banque;1;caisse d'Epargne;https://www.bforbank.com/compte-bancaire/offre-compte-bancaire-bforbank.html?xtor=SEC-403813-GOO-%5B;;Paris La Defense Cedex;France;2019-10-23T17:39:38+0200;255;1;;;;-1;92927;3592.0;2023-06-12;A VENIR;BM1000000003592;0.0;0.0;1123.32;-1123.32;1.0;52.0;schedule;1.0;0.0;255;Bd';1240.0;2022-08-04T11:05:43+0200;2022-08-04T11:05:43+0200;2022-07-31;1.0;880.0;1.0;Maintenance PowerDesigner Data architect Edge 01/08/22 au 31/07/23;ACH22071240;0.0;
725;1;2020-07-23T17:15:14+0200;2023-09-15T15:13:02+0200;2020-09-01;2024-08-31;6;2;SE20061004;0.0;1.0;0.0;1.0;42 avenue de Friedland;75008;Paris 08;France;;;50408.53;20431.33;68.1562320697063;255;1004.0;936;506;1;;255;VIVENDI SE;;1;CREDIT AGRICOLE;www.vivendi.com;;Paris;France;2020-06-12T14:28:49+0200;255;1;;;;11;75380;3757.0;2023-09-04;23-000347;BM1000000003757;1.0;6505.42;6505.42;0.0;1.0;52.0;schedule;2.0;0.0;255;Bd';1576.0;2023-07-20T14:25:51+0200;2023-07-20T14:27:02+0200;2023-12-29;1.0;11264.0;1.0;Maintenance Extension BO DI Premium 2024;ACH23071576;0.0;
750;1;2020-08-04T15:55:46+0200;2023-09-15T10:46:10+0200;2020-07-01;2024-06-30;6;2;SE20081067;0.0;1.0;0.0;1.0;ZAC Saint-Antoine – 200 avenue des tamaris;34130;Saint Aunès;France;;;127493.0;56583.76;79.79744247717221;368;1067.0;1087;367;1;;368;NEWORCH (ex ORCHESTRA);;1;"Orchestra prémaman, a subi une liquidation judiciaire, New Orch a racheté l'entité. Une échéance reste due à seenovate pour la prestation. Maintenance SPA BO, 4.2, migration en cours potentiellement en 4.3. Outils reporting Qlickview (next decision), BO, Genio et SSIS (microsoft) ETL. Cyber attaque subie avec perte de données. sujet complexe. Contact Franck qui a bon historique, Sebastien (promo JD) a rejoints l'équipe il y a un an. TMA depuis plusieurs années toujours renouvelée.  (1ere partie reliée à l'environnement BO, montée en compétence de l'équipe sur SAP et BI, choix des key users rapports qui vont utilisés des formations)  Marine ( congé mat jusque automne 2022) et Clement sont dans l'équipe de Sebastien sur la partie marketing/ data. sujet analyse prédictive. prestation Qlikview.

CAISSE EPARGNE";;09 69 32 33 01;Saint Aunès;France;2019-06-27T17:05:07+0200;368;1;;;;-1;34130;3622.0;2023-06-21;4008585;BM1000000003622;1.0;32378.0;32378.0;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1558.0;2023-06-27T11:32:47+0200;2023-06-27T11:32:47+0200;2023-06-30;9.0;18989.49;1.0;Maintenance SAP BO et 360 SUITE 01/07/23 au 30/06/24;ACH23061558;0.0;
754;1;2020-08-24T08:33:02+0200;2023-09-15T10:03:52+0200;2020-08-24;2023-08-24;6;2;SE20081073;0.0;1.0;0.0;1.0;;;;France;;;19014.15;12480.15;191.00321395775944;368;1073.0;911;494;1;;368;CONSEIL DEPARTEMENTAL DE HTE SAVOIE 74 (INETUM);Secteur public;2;CAISSE EPARGNE LANGUEDOC;;;;France;2020-04-16T09:53:40+0200;368;1;;;;-1;;3764.0;2023-09-06;A VENIR;BM1000000003764;0.0;0.0;7926.15;-7926.15;1.0;52.0;schedule;2.0;0.0;368;ATA;1595.0;2023-09-06T09:01:26+0200;2023-09-06T09:01:26+0200;2023-09-06;1.0;0.0;1.0;Maintenance du 01/08/2023 au 31/07/2024;ACH23091595;0.0;
761;1;2020-08-27T12:50:22+0200;2023-01-19T16:54:42+0100;2022-01-01;2023-12-31;6;2;SE20081063;0.0;1.0;0.0;1.0;159 avenue de la Marne;59700;Marcq-en-Baroeul;France;;;23927.9;10659.260000000002;80.33423169217043;255;1063.0;1084;560;1;;255;SUNCLEAR;;1;CAISSE D'EPARGNE;;03 20 65 70 00;Marcq-en-Baroeul;France;2020-08-03T13:58:02+0200;255;1;;;;11;59700;3209.0;2023-01-19;SE20081063 MA03;BM1000000003209;1.0;8087.9;8087.9;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1407.0;2023-01-19T16:54:42+0100;2023-01-19T16:54:42+0100;2022-12-12;1.0;4468.64;1.0;Maintenance du 01/01/2023 au 31/12/2023 - Unitaire;ACH22121407;0.0;
767;1;2020-09-05T16:43:18+0200;2023-09-15T10:02:35+0200;2022-01-01;2023-12-31;6;2;SE20050984;0.0;1.0;0.0;1.0;5 rue Henri-Martin, CS 30135;51204;Epernay;France;;;43144.59;30148.41;231.97901229438185;368;984.0;921;502;1;;368;CIVC;Agroalimentaire;1;"CREDIT AGRICOLE
R&D en œnologie, beaucoup d'info économiques BO depuis 2007, régul de plusieurs milliers d'euros. Power BI, Formation?";;03 26 51 19 30;Epernay;France;2020-05-12T16:26:23+0200;368;1;;;;11;51204;3155.0;2023-01-10;SIAD056;BM1000000003155;1.0;13820.92;13820.92;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1377.0;2023-01-10T17:31:42+0100;2023-01-10T17:31:42+0100;2023-01-10;1.0;0.0;1.0;Maintenance SAP BO Année 2023;ACH23011377;0.0;
769;1;2020-09-10T12:45:51+0200;2020-09-10T12:54:26+0200;2020-09-03;2021-09-02;6;2;PO-RM-GFK360-2020;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, 40, rue Pasteur, CS 30007;92156;Suresnes Cedex;France;;;3600.0;720.0;25.0;88;1147.0;867;412;1;;88;GFK Retail and Technology;;1;;;;NANTERRE;France;2019-10-23T17:39:38+0200;255;1;;;;-1;92000;1410.0;2020-09-10;4500251916;BM1000000001410;1.0;3600.0;3600.0;0.0;0.0;88.0;schedule;2.0;0.0;88;TMU;562.0;2020-09-03T00:00:00+0200;2020-09-03T00:00:00+0200;2020-09-03;1.0;2880.0;1.0;Maintenance 360 SUITE 03/09/20 AU 02/09/2021;ACH562;0.0;
771;1;2020-09-15T11:56:04+0200;2023-07-25T15:45:10+0200;2022-01-01;2023-12-31;6;2;SE20091091 MA;0.0;1.0;0.0;1.0;130, Rue des 40 mines - ZAC de Ther - ALLONNE;60007;BEAUVAIS CEDEX;France;;;21601.58;3460.800000000003;19.077459734366457;255;1091.0;1113;575;1;;255;ETABLISSEMENT LUCIEN;Agroalimentaire;1;CREDIT AGRICOLE;;03 44 12 44 55;BEAUVAIS CEDEX;France;2020-09-07T09:15:05+0200;255;1;;;;11;60007;3392.0;2023-03-09;SE20091091 MA03;BM1000000003392;1.0;7301.58;7301.58;0.0;0.0;52.0;schedule;2.0;0.0;255;Bd';1515.0;2023-03-09T09:56:42+0100;2023-03-09T09:56:43+0100;2022-12-12;1.0;6131.72;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121515;0.0;
772;1;2020-09-15T16:22:47+0200;2023-09-15T11:24:02+0200;2020-09-04;2024-09-03;6;2;SE20081068;0.0;1.0;0.0;1.0;1 000 rue Louis Bréguet CS20099;F-62102;Calais cedex;France;;;7815.85;3201.2000000000007;69.37037478465324;255;1068.0;949;513;1;;255;CATENSYS FRANCE (ex SCHAEFFLER);Industrie;1;Caisse d'Epargne;;;Calais cedex;France;2020-06-18T11:58:59+0200;255;1;;;;11;F-62102;3758.0;2023-08-08;XC 83114 /F5617E;BM1000000003758;1.0;1987.87;1987.87;0.0;1.0;52.0;schedule;61.0;0.0;255;Bd';1591.0;2023-09-04T16:49:52+0200;2023-09-04T16:49:52+0200;2023-09-04;1.0;1167.11;1.0;Maintenance SAP Crystal Reports du 04/09/23 au 03/09/24;ACH23091591;0.0;
773;1;2020-09-17T10:44:39+0200;2023-01-09T11:33:45+0100;2022-01-01;2023-12-31;6;2;SE20061014;0.0;1.0;0.0;1.0;10/12 rue du Général Foy;75008;Paris;France;;;10584.29;1527.3600000000006;16.86399254493521;255;1014.0;943;508;1;;255;BGFI Bank Europe;Banque;1;"50 personnes
équipe IT : 5 personnes
pas de responsable BI

CREDIT AGRICOLE";;;Paris;France;2020-06-18T11:25:27+0200;255;1;;;;11;75008;3094.0;2023-01-09;SE20061014;BM1000000003094;1.0;3577.61;3577.61;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1334.0;2023-01-09T11:33:45+0100;2023-01-09T11:33:45+0100;2022-12-12;1.0;3050.21;1.0;Maintenance SAP BO du 01/01/2023 au 31/12/2023 - Unitaire;ACH22121334;0.0;
778;1;2020-09-21T17:26:16+0200;2023-09-15T10:48:09+0200;2020-09-21;2024-06-26;6;2;SE20040972;0.0;1.0;0.0;1.0;740 rue du Bac;59193;ERQUINGHEM LYS;France;;;15791.25;6294.360000000001;66.27811841560764;255;972.0;915;499;1;;255;RAMERY SAS;Bâtiments;1;CAISSE D'EPARGNE;;03 20 77 86 00;ERQUINGHEM-LYS;France;2020-04-27T10:45:56+0200;255;1;;;;11;59193;3547.0;2023-05-30;CS100-17-00010;BM1000000003547;1.0;4010.25;4010.25;0.0;0.0;52.0;schedule;61.0;0.0;255;Bd';1553.0;2023-06-15T14:10:14+0200;2023-06-15T14:10:14+0200;2023-05-30;1.0;2401.89;1.0;Maintenance SAP BO du 25/06/2023 au 24/06/2024;ACH23051553;0.0;
783;1;2020-09-28T17:35:04+0200;2023-01-19T17:20:31+0100;2022-01-01;2023-12-31;6;2;SE20091089 MA01;0.0;1.0;0.0;1.0;250 Rue Général de Gaulle - BP 201;59561;LA MADELEINE CEDEX;France;;;66000.0;17490.0;36.054421768707485;255;1089.0;1111;573;1;;255;SUPERMARCHES MATCH France;;1;CREDIT AGRICOLE;;03 20 42 63 63;LA MADELEINE CEDEX;France;2020-09-04T19:36:21+0200;255;1;;;;11;59561;3208.0;2023-01-19;MATCH_FRANCE_BO;BM1000000003208;1.0;22000.0;22000.0;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1408.0;2023-01-19T17:20:31+0100;2023-01-19T17:20:31+0100;2022-12-12;1.0;16170.0;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH22121408;0.0;
784;1;2020-09-28T17:57:59+0200;2023-01-19T17:38:30+0100;2022-01-01;2023-12-31;6;2;SE20091090 MA01;0.0;1.0;0.0;1.0;Route de Gosselies, 408;B-6220;FLEURUS;Belgique;;;36000.0;25060.5;229.0826820238585;255;1090.0;1112;574;1;;255;SUPERMARCHES MATCH Belgique;;1;credit Agricole;;;FLEURUS;Belgique;2020-09-04T19:54:29+0200;255;1;;;;11;B-6220;3211.0;2023-01-19;SE20091090 MA01 - BO (BELUX);BM1000000003211;1.0;12000.0;12000.0;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1410.0;2023-01-19T17:38:30+0100;2023-01-19T17:38:30+0100;2022-12-12;1.0;0.0;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121410;0.0;
785;1;2020-09-29T16:02:35+0200;2023-09-15T10:36:14+0200;2022-01-01;2023-12-31;6;2;SE20091116 MA01;0.0;1.0;0.0;1.0;274 Avenue de la Marne, Le Château Rouge;59700;MARCQ EN BAROEUL;France;;;39547.51;21029.01;113.55676755676755;368;1116.0;1145;599;1;;368;FINERGAL;;1;;;;MARCQ EN BAROEUL;France;2020-09-07T15:45:17+0200;368;1;;;;11;59700;3238.0;2023-01-27;SE20091116 MA03;BM1000000003238;1.0;13367.51;13367.51;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1429.0;2023-01-27T15:46:26+0100;2023-01-27T15:46:26+0100;2022-12-12;1.0;0.0;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121429;0.0;
787;1;2020-09-30T18:16:08+0200;2023-05-30T10:10:41+0200;2021-01-01;2023-11-30;6;2;SE20091137;0.0;1.0;0.0;1.0;2 Rue d'Hem;59780;WILLEMS;France;;;23263.24;15138.22;186.31609522191945;255;1137.0;1176;619;1;;255;TEXDECOR;;1;credit agricole;;;WILLEMS;France;2020-09-07T17:36:25+0200;255;1;;;;11;59780;3428.0;2023-03-27;SE20091137 MA03;BM1000000003428;1.0;7863.24;7863.24;0.0;0.0;52.0;schedule;1.0;0.0;255;Bd';1524.0;2023-03-24T17:04:32+0100;2023-03-27T11:11:43+0200;2022-12-02;1.0;2708.34;1.0;Maintenance SAP BO 29/11/22 au 28/11/23;ACH22121524;0.0;
788;1;2020-09-30T18:21:18+0200;2023-01-09T14:12:15+0100;2022-01-01;2023-12-31;6;2;SE20091084 MA01;0.0;1.0;0.0;1.0;6 rue Konrad Adenauer;59290;WASQUEHAL;France;;;25652.22;11767.340000000002;84.74931004085022;255;1084.0;1102;567;1;;255;SERGIC INVEST;Immobilier;1;caisse d'Epargne;www.sergic.com;03 20 12 50 00;WASQUEHAL;France;2020-09-03T09:34:17+0200;255;1;;;;11;59290;3100.0;2023-01-09;SE20091084 MA03;BM1000000003100;1.0;8670.74;8670.74;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1339.0;2023-01-09T14:12:15+0100;2023-01-09T14:12:15+0100;2022-12-12;1.0;4676.18;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121339;0.0;
790;1;2020-10-04T16:21:44+0200;2023-09-15T10:39:47+0200;2022-01-01;2023-12-31;6;2;SE20091122;0.0;1.0;0.0;1.0;1 rue des Précurseurs - CS 20449;59664;VILLENEUVE D'ASCQ Cedex;France;;;98561.33;49827.25;102.24313252656046;255;1122.0;1152;605;1;;255;KILOUTOU;Grande distribution;1;;;0359565400;VILLENEUVE D'ASCQ Cedex;France;2020-09-07T16:13:22+0200;255;1;;;;11;59664;3020.0;2022-12-02;950165;BM1000000003020;1.0;33314.85;33314.85;0.0;1.0;255.0;schedule;52.0;0.0;255;Bd';1284.0;2022-12-05T09:07:51+0100;2022-12-05T09:07:51+0100;2022-12-05;1.0;0.0;1.0;Maintenance SAP BO 2023;ACH22121284;0.0;
791;1;2020-10-04T16:54:50+0200;2023-03-20T13:03:31+0100;2022-01-01;2023-12-31;6;2;SE20091129;0.0;1.0;0.0;1.0;162 BD DE FOURMIES;59100;ROUBAIX;France;;;302120.0;49542.53;19.61478591103157;255;1129.0;1165;612;1;;255;OKAIDI (ID GROUP);;1;CAISSE D'EPARGNE;;09 69 39 23 90;ROUBAIX;France;2020-09-07T16:59:06+0200;255;1;;;;11;59100;3099.0;2023-01-09;R23DEMAI50;BM1000000003099;1.0;102120.0;102120.0;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1338.0;2023-01-09T14:03:53+0100;2023-03-20T13:03:31+0100;2022-12-12;1.0;84383.53;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121338;0.0;
